Order No,Product Name,Retail Price,Order Quantity,Sub Total,Expected Sub Total,Difference,Passes Audit
6187-1,UGen Ultra Cordless Optical Suite,$100.97,20.0,$481.43,$2019.40,$-1537.97,False
6187-1,Smiths Premium Bright 1-Part Blank Computer Paper,$19.98,29.0,$255.36,$579.42,$-324.06,False
6187-1,Smiths File Caddy,$9.38,39.0,$255.36,$365.82,$-110.46,False
6187-1,Smiths Bulk Pack Metal Binder Clips,$6.08,25.0,$255.36,$152.00,$103.36,False
6187-1,Smiths Bulk Pack Metal Binder Clips,$6.08,6.0,$255.36,$36.48,$218.88,False
6188-1,Binder Posts,$5.74,10.0,$163.18,$57.40,$105.78,False
6188-1,TechSavi Cordless Elite Duo,$100.98,13.0,"$1,045.22",$1312.74,$-267.52,False
6189-1,Smiths Bulldog Clip,$3.78,9.0,$290.78,$34.02,$256.76,False
6189-1,UGen Ultra Cordless Optical Suite,$100.97,46.0,"$1,559.37",$4644.62,$-3085.25,False
6190-1,TechSavi Access Keyboard,$15.98,39.0,$108.90,$623.22,$-514.32,False
6190-1,Pizazz Dustless Chalk Sticks,$1.68,32.0,$37.72,$53.76,$-16.04,False
6190-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,25.0,$219.30,$913.75,$-694.45,False
6190-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,44.0,$219.30,$1608.20,$-1388.90,False
6190-1,DrawIt Colored Pencils,$9.11,38.0,$219.30,$346.18,$-126.88,False
6190-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,37.0,$219.30,$1352.35,$-1133.05,False
6190-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,17.0,$219.30,$621.35,$-402.05,False
6190-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,47.0,$219.60,$1717.85,$-1498.25,False
6191-1,Unpadded Memo Slips,$3.98,27.0,$199.00,$107.46,$91.54,False
6191-1,Smiths Standard Envelopes,$5.68,32.0,$111.15,$181.76,$-70.61,False
6191-1,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",$27.18,28.0,$482.47,$761.04,$-278.57,False
6191-1,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",$6.47,32.0,$199.92,$207.04,$-7.12,False
6192-1,Apex Box Cutter Scissors,$10.23,13.0,$299.30,$132.99,$166.31,False
6193-1,PastelOcean Color Pencil Set,$19.84,49.0,$198.40,$972.16,$-773.76,False
6193-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,49.0,$253.00,$357.70,$-104.70,False
6193-1,PastelOcean Color Pencil Set,$19.84,17.0,$198.40,$337.28,$-138.88,False
6193-1,PastelOcean Color Pencil Set,$19.84,50.0,$198.40,$992.00,$-793.60,False
6193-1,Self-Adhesive Removable Labels,$3.15,14.0,$35.92,$44.10,$-8.18,False
6193-1,UGen Ultra Professional Cordless Optical Suite,$300.97,24.0,"$2,829.76",$7223.28,$-4393.52,False
6193-1,Artisan Legal 4-Ring Binder,$20.98,49.0,$801.76,$1028.02,$-226.26,False
6193-1,PastelOcean Color Pencil Set,$19.84,34.0,$198.40,$674.56,$-476.16,False
6193-1,Pizazz Dustless Chalk Sticks,$1.68,22.0,$57.52,$36.96,$20.56,False
6194-1,Pizazz Drawing Pencil Set,$2.78,23.0,$298.50,$63.94,$234.56,False
6195-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,46.0,$287.42,$335.80,$-48.38,False
6195-1,PastelOcean Color Pencil Set,$19.84,21.0,$354.72,$416.64,$-61.92,False
6195-1,Alto Memo Cubes,$5.18,8.0,$185.06,$41.44,$143.62,False
6196-1,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",$6.47,21.0,$111.15,$135.87,$-24.72,False
6196-1,Economy Rollaway Files,$165.20,16.0,"$4,726.78",$2643.20,$2083.58,False
6197-1,Lumi Crayons,$9.85,8.0,$472.80,$78.80,$394.00,False
6197-1,Lumi Crayons,$9.85,44.0,$472.80,$433.40,$39.40,False
6197-1,Lumi Crayons,$9.85,48.0,$472.80,$472.80,$0.00,True
6197-1,Lumi Crayons,$9.85,37.0,$472.80,$364.45,$108.35,False
6197-1,Lest Envelopes,$5.68,49.0,$472.80,$278.32,$194.48,False
6197-1,Lumi Crayons,$9.85,22.0,$472.80,$216.70,$256.10,False
6197-1,Smiths SlimLine Pencil Sharpener,$11.97,20.0,$279.32,$239.40,$39.92,False
6197-2,Pizazz Colored Pencils,$2.94,10.0,$56.83,$29.40,$27.43,False
6197-2,Pizazz Colored Pencils,$2.94,30.0,$52.92,$88.20,$-35.28,False
6199-1,Pizazz Colored Pencils,$2.94,47.0,$112.36,$138.18,$-25.82,False
6199-1,TechSavi Cordless Elite Duo,$100.98,13.0,"$2,494.95",$1312.74,$1182.21,False
6199-1,Brown Kraft Recycled Envelopes,$16.98,33.0,$531.88,$560.34,$-28.46,False
6201-1,Aluminum Document Frame,$12.22,19.0,$122.20,$232.18,$-109.98,False
6201-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,6.0,$599.80,$245.82,$353.98,False
6201-1,Alto Memo Cubes,$5.18,43.0,$258.60,$222.74,$35.86,False
6202-1,Xit Blank Computer Paper,$19.98,50.0,$436.02,$999.00,$-562.98,False
6203-1,600 Series Non-Flip,$45.99,7.0,"$1,504.95",$321.93,$1183.02,False
6203-1,Apex Box Cutter Scissors,$10.23,29.0,$194.37,$296.67,$-102.30,False
6203-1,Artisan Binder Labels,$3.89,26.0,$84.70,$101.14,$-16.44,False
6203-1,Apex Box Cutter Scissor,$10.23,33.0,$194.37,$337.59,$-143.22,False
6203-1,Apex Box Cutter Scissors,$10.23,1.0,$194.37,$10.23,$184.14,False
6204-1,Wirebound Voice Message Log Book,$4.76,9.0,$157.08,$42.84,$114.24,False
6204-1,Apex Preferred Stainless Steel Scissors,$5.68,24.0,$242.00,$136.32,$105.68,False
6204-1,Artisan Hole Reinforcements,$6.23,9.0,$219.40,$56.07,$163.33,False
6204-1,Wirebound Voice Message Log Book,$4.76,10.0,$157.08,$47.60,$109.48,False
6204-1,Artisan 479 Labels,$2.61,8.0,$27.60,$20.88,$6.72,False
6204-1,Artisan 474 Labels,$2.88,5.0,$57.73,$14.40,$43.33,False
6204-1,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",$3.26,7.0,$16.29,$22.82,$-6.53,False
6204-1,Artisan Binder Labels,$3.89,23.0,$205.85,$89.47,$116.38,False
6204-1,Artisan Printable Repositionable Plastic Tabs,$8.60,29.0,$41.20,$249.40,$-208.20,False
6204-1,Apex Preferred Stainless Steel Scissors,$5.68,43.0,$134.35,$244.24,$-109.89,False
6204-1,Alto Perma 3000 Stacking Storage Drawers,$29.74,9.0,$989.54,$267.66,$721.88,False
6205-1,Smiths Standard Envelopes,$5.68,4.0,$216.20,$22.72,$193.48,False
6206-1,Smiths General Use 3-Ring Binders,$1.88,38.0,$246.34,$71.44,$174.90,False
6206-1,Cando PC940 Copier,$449.99,36.0,$730.14,$16199.64,$-15469.50,False
6206-1,Smiths Colored Bar Computer Paper,$35.44,12.0,"$1,545.45",$425.28,$1120.17,False
6207-1,Cando PC940 Copier,$449.99,38.0,"$2,759.72",$17099.62,$-14339.90,False
6207-1,Cando S750 Color Inkjet Printer,$120.97,17.0,"$2,753.72",$2056.49,$697.23,False
6207-1,Unpadded Memo Slips,$3.98,22.0,$43.78,$87.56,$-43.78,False
6207-1,Cando S750 Color Inkjet Printer,$120.97,21.0,"$1,545.72",$2540.37,$-994.65,False
6208-1,Smiths General Use 3-Ring Binders,$1.88,31.0,$43.78,$58.28,$-14.50,False
6208-1,Smiths Bulk Pack Metal Binder Clips,$6.08,32.0,"$1,485.68",$194.56,$1291.12,False
6208-1,Artisan 487 Labels,$3.69,16.0,$143.64,$59.04,$84.60,False
6209-1,Smiths Metal Binder Clips,$2.62,23.0,$125.76,$60.26,$65.50,False
6209-1,Artisan 479 Labels,$2.61,26.0,$225.00,$67.86,$157.14,False
6209-1,Smiths Metal Binder Clips,$2.62,48.0,$125.76,$125.76,$0.00,True
6209-1,Smiths Metal Binder Clips,$2.62,25.0,$125.76,$65.50,$60.26,False
6209-1,Smiths Metal Binder Clips,$2.62,13.0,$125.76,$34.06,$91.70,False
6209-1,Wirebound Voice Message Log Book,$4.76,41.0,$141.31,$195.16,$-53.85,False
6209-1,Smiths Metal Binder Clips,$2.62,22.0,$125.76,$57.64,$68.12,False
6209-1,Smiths Metal Binder Clips,$2.62,31.0,$125.76,$81.22,$44.54,False
6209-1,Smiths Metal Binder Clips,$2.62,47.0,$125.76,$123.14,$2.62,False
6209-1,Apex Box Cutter Scissors,$10.23,30.0,$356.80,$306.90,$49.90,False
6209-1,Smiths Metal Binder Clips,$2.62,32.0,$125.76,$83.84,$41.92,False
6209-2,"Wirebound Message Book, 4 per Page",$5.43,38.0,$28.60,$206.34,$-177.74,False
6210-1,Smiths File Caddy,$9.38,44.0,$286.64,$412.72,$-126.08,False
6210-1,Smiths Standard Envelopes,$5.68,3.0,$12.86,$17.04,$-4.18,False
6211-1,TechSavi Cordless Elite Duo,$100.98,46.0,$329.89,$4645.08,$-4315.19,False
6211-1,Binder Posts,$5.74,33.0,$257.60,$189.42,$68.18,False
6211-1,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",$35.94,20.0,$473.68,$718.80,$-245.12,False
6213-1,Adesso Programmable 142-Key Keyboard,$152.48,1.0,"$3,599.60",$152.48,$3447.12,False
6213-1,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$34.76,2.0,$436.88,$69.52,$367.36,False
6214-1,Smiths Colored Bar Computer Paper,$35.44,25.0,"$1,701.12",$886.00,$815.12,False
6214-1,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",$6.47,19.0,$116.48,$122.93,$-6.45,False
6214-1,Apex Box Cutter Scissors,$10.23,1.0,$287.00,$10.23,$276.77,False
6214-1,Smiths Standard Envelopes,$5.68,50.0,$273.52,$284.00,$-10.48,False
6214-1,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",$1.95,19.0,$139.20,$37.05,$102.15,False
6214-1,Beekin 105-Key Black Keyboard,$19.98,1.0,$124.48,$19.98,$104.50,False
6214-1,Artisan 48 Labels,$6.30,21.0,$320.65,$132.30,$188.35,False
6214-1,Smiths Colored Bar Computer Paper,$35.44,25.0,"$1,701.12",$886.00,$815.12,False
6214-1,Artisan 474 Labels,$2.88,16.0,$26.92,$46.08,$-19.16,False
6214-1,Self-Adhesive Ring Binder Labels,$3.52,48.0,$26.90,$168.96,$-142.06,False
6214-1,Artisan File Folder Labels,$2.88,45.0,$305.60,$129.60,$176.00,False
6215-1,Slimame Pencils,$2.94,25.0,$35.82,$73.50,$-37.68,False
6215-1,Pizazz Drawing Pencil Set,$2.78,27.0,$161.88,$75.06,$86.82,False
6215-1,Office Shears by Apex,$2.08,30.0,$80.84,$62.40,$18.44,False
6215-1,Artisan Hole Reinforcements,$6.23,43.0,$110.96,$267.89,$-156.93,False
6216-1,Deluxe Rollaway Locking File with Drawer,$415.88,29.0,"$3,759.69",$12060.52,$-8300.83,False
6216-1,Smiths Standard Envelopes,$5.68,42.0,$252.50,$238.56,$13.94,False
6217-1,Pizazz Drawing Pencil Set,$2.78,39.0,$151.98,$108.42,$43.56,False
6217-1,TypeRight Side-Opening Peel & Seel Expanding Envelopes,$90.48,34.0,"$1,474.68",$3076.32,$-1601.64,False
6217-1,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",$136.98,34.0,"$1,694.36",$4657.32,$-2962.96,False
6218-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,36.0,$65.36,$102.24,$-36.88,False
6218-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,22.0,"$1,639.30",$901.34,$737.96,False
6218-1,Artisan 481 Labels,$3.08,50.0,$32.88,$154.00,$-121.12,False
6219-1,Apex Elite Stainless Steel Scissors,$8.34,41.0,$258.30,$341.94,$-83.64,False
6219-1,Steady Pocket Accent Highlighters,$1.60,7.0,$68.80,$11.20,$57.60,False
6219-1,Steady Pocket Accent Highlighters,$1.60,41.0,$68.80,$65.60,$3.20,False
6220-1,Smiths Standard Envelopes,$5.68,37.0,$168.60,$210.16,$-41.56,False
6220-1,Apex Straight Scissors,$12.98,8.0,$134.20,$103.84,$30.36,False
6220-1,Apex Preferred Stainless Steel Scissors,$5.68,34.0,$232.49,$193.12,$39.37,False
6220-1,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",$4.26,25.0,"$1,858.70",$106.50,$1752.20,False
6220-1,Artisan 474 Labels,$2.88,21.0,$25.92,$60.48,$-34.56,False
6220-1,Smiths Standard Envelopes,$5.68,48.0,$31.66,$272.64,$-240.98,False
6221-1,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",$3.26,37.0,$205.59,$120.62,$84.97,False
6221-1,Smiths Metal Binder Clips,$2.62,3.0,$63.92,$7.86,$56.06,False
6221-1,TechSavi Internet Navigator Keyboard,$30.98,35.0,$139.35,$1084.30,$-944.95,False
6221-1,PastelOcean Color Pencil Set,$19.84,4.0,$861.79,$79.36,$782.43,False
6221-1,PastelOcean Color Pencil Set,$19.84,34.0,"$1,039.78",$674.56,$365.22,False
6222-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,34.0,$573.58,$1392.98,$-819.40,False
6222-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,25.0,$573.58,$1024.25,$-450.67,False
6222-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,2.0,$573.58,$81.94,$491.64,False
6222-1,Apex Elite Stainless Steel Scissors,$8.34,49.0,$135.84,$408.66,$-272.82,False
6222-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,14.0,$573.58,$573.58,$0.00,True
6222-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,27.0,$573.58,$1106.19,$-532.61,False
6222-1,Smiths SlimLine Pencil Sharpener,$11.97,30.0,$205.59,$359.10,$-153.51,False
6222-1,Smiths General Use 3-Ring Binders,$1.88,19.0,$34.40,$35.72,$-1.32,False
6222-1,Artisan 481 Labels,$3.08,37.0,$122.28,$113.96,$8.32,False
6223-1,Beekin 105-Key Black Keyboard,$19.98,46.0,$779.22,$919.08,$-139.86,False
6223-1,Beekin 105-Key Black Keyboard,$19.98,15.0,$108.90,$299.70,$-190.80,False
6223-1,Binder Posts,$5.74,33.0,$134.86,$189.42,$-54.56,False
6224-1,Artisan 48 Labels,$6.30,12.0,$136.02,$75.60,$60.42,False
6224-1,Apex Straight Scissors,$12.98,2.0,$275.52,$25.96,$249.56,False
6224-1,TechSavi Cordless Navigator Duo,$80.98,8.0,$939.06,$647.84,$291.22,False
6224-1,Artisan 474 Labels,$2.88,23.0,$58.02,$66.24,$-8.22,False
6224-1,Amemy 3-Color Set,$36.55,33.0,$139.84,$1206.15,$-1066.31,False
6224-1,Brown Kraft Recycled Envelopes,$16.98,34.0,$630.36,$577.32,$53.04,False
6224-1,Bagred Nubber Bands,$1.26,43.0,$126.80,$54.18,$72.62,False
6224-1,Artisan 481 Labels,$3.08,46.0,$54.98,$141.68,$-86.70,False
6224-1,Smiths General Use 3-Ring Binders,$1.88,1.0,$249.20,$1.88,$247.32,False
6225-1,Artisan 481 Labels,$3.08,22.0,$220.12,$67.76,$152.36,False
6225-1,Pizazz Dustless Chalk Sticks,$1.68,34.0,$64.80,$57.12,$7.68,False
6225-1,Xit Blank Computer Paper,$19.98,3.0,$929.92,$59.94,$869.98,False
6225-1,300 Series Non-Flip,$155.99,27.0,"$1,559.87",$4211.73,$-2651.86,False
6225-1,Xit Blank Computer Paper,$19.98,22.0,$945.16,$439.56,$505.60,False
6225-1,Artisan 474 Labels,$2.88,9.0,$68.80,$25.92,$42.88,False
6225-1,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",$4.26,38.0,$188.55,$161.88,$26.67,False
6226-1,Bagged Rubber Bands,$1.26,39.0,$13.66,$49.14,$-35.48,False
6226-1,Steady Pocket Accent Highlighters,$1.60,40.0,$64.00,$64.00,$0.00,True
6226-1,Smiths General Use 3-Ring Binders,$1.88,39.0,$68.96,$73.32,$-4.36,False
6226-1,Apex Preferred Stainless Steel Scissors,$5.68,16.0,$277.82,$90.88,$186.94,False
6226-1,Steady Pocket Accent Highlighters,$1.60,34.0,$63.00,$54.40,$8.60,False
6227-1,Smiths Bulldog Clip,$3.78,2.0,$105.84,$7.56,$98.28,False
6227-1,Binder Posts,$5.74,43.0,$149.24,$246.82,$-97.58,False
6227-1,Xit Blank Computer Paper,$19.98,16.0,$939.06,$319.68,$619.38,False
6227-1,Xit Blank Computer Paper,$19.98,44.0,$939.06,$879.12,$59.94,False
6227-1,Xit Blank Computer Paper,$19.98,4.0,$939.06,$79.92,$859.14,False
6228-1,Binder Clips by OIC,$1.48,22.0,$43.78,$32.56,$11.22,False
6228-1,Smiths General Use 3-Ring Binders,$1.88,8.0,$35.34,$15.04,$20.30,False
6228-1,Bagged Rubber Bands,$1.26,22.0,$59.22,$27.72,$31.50,False
6228-1,Cando PC940 Copier,$449.99,31.0,"$2,876.58",$13949.69,$-11073.11,False
6228-1,Smiths Metal Binder Clips,$2.62,50.0,$122.10,$131.00,$-8.90,False
6229-1,Laser DVD-RAM discs,$35.41,31.0,$62.32,$1097.71,$-1035.39,False
6229-1,Smiths Standard Envelopes,$5.68,39.0,$135.74,$221.52,$-85.78,False
6229-1,Brown Kraft Recycled Envelopes,$16.98,4.0,$297.92,$67.92,$230.00,False
6229-1,Artisan 48 Labels,$6.30,10.0,$149.60,$63.00,$86.60,False
6229-1,Smiths Premium Bright 1-Part Blank Computer Paper,$12.28,47.0,$150.04,$577.16,$-427.12,False
6230-1,Artisan 487 Labels,$3.69,13.0,$365.12,$47.97,$317.15,False
6231-1,Apex Box Cutter Scissors,$10.23,50.0,$198.46,$511.50,$-313.04,False
6231-1,Artisan Reinforcements for Hole-Punch Pages,$1.98,23.0,$51.84,$45.54,$6.30,False
6231-1,Artisan 481 Labels,$3.08,37.0,$104.40,$113.96,$-9.56,False
6231-1,Artisan Reinforcements for Hole-Punch Pages,$1.98,41.0,$51.84,$81.18,$-29.34,False
6232-1,Apex Preferred Stainless Steel Scissors,$5.68,38.0,$204.70,$215.84,$-11.14,False
6232-1,Apex Preferred Stainless Steel Scissors,$5.68,31.0,$275.52,$176.08,$99.44,False
6232-1,Artisan 479 Labels,$2.61,50.0,$22.80,$130.50,$-107.70,False
6232-1,Apex Preferred Stainless Steel Scissors,$5.68,37.0,$255.60,$210.16,$45.44,False
6233-1,Apex Straight Scissors,$12.98,45.0,"$2,753.32",$584.10,$2169.22,False
6234-1,Wirebound Voice Message Log Book,$4.76,39.0,$108.40,$185.64,$-77.24,False
6234-1,Apex Preferred Stainless Steel Scissors,$5.68,1.0,$131.34,$5.68,$125.66,False
6234-1,Apex Preferred Stainless Steel Scissors,$5.68,17.0,$133.36,$96.56,$36.80,False
6235-1,Office Shears by Apex,$2.08,34.0,$85.94,$70.72,$15.22,False
6235-1,"Alto Parchment Paper, Assorted Colors",$7.28,11.0,$228.00,$80.08,$147.92,False
6236-1,Cando PC940 Copier,$449.99,49.0,"$24,599.59",$22049.51,$2550.08,False
6236-1,Smiths Metal Binder Clips,$2.62,8.0,$37.61,$20.96,$16.65,False
6236-1,Steady Pocket Accent Highlighters,$1.60,10.0,$29.30,$16.00,$13.30,False
6237-1,Smiths Bulldog Clip,$3.78,40.0,$105.84,$151.20,$-45.36,False
6238-1,OIC Thumb-Tacks,$1.14,49.0,$25.70,$55.86,$-30.16,False
6238-1,Steady Pocket Accent Highlighters,$1.60,43.0,$81.72,$68.80,$12.92,False
6238-1,Apex Preferred Stainless Steel Scissors,$5.68,9.0,$255.60,$51.12,$204.48,False
6238-1,Apex Preferred Stainless Steel Scissors,$5.68,11.0,$255.60,$62.48,$193.12,False
6238-1,OIC Thumb-Tacks,$1.14,34.0,$25.72,$38.76,$-13.04,False
6238-1,Apex Preferred Stainless Steel Scissors,$5.68,34.0,$245.70,$193.12,$52.58,False
6238-1,Apex Preferred Stainless Steel Scissors,$5.68,37.0,$255.60,$210.16,$45.44,False
6239-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,37.0,$251.79,$270.10,$-18.31,False
6240-1,Artisan 48 Labels,$6.30,1.0,$329.60,$6.30,$323.30,False
6240-1,1726 Digital Answering Machine,$20.99,36.0,$62.80,$755.64,$-692.84,False
6240-1,Alto Memo Cubes,$5.18,48.0,$131.06,$248.64,$-117.58,False
6240-1,Artisan 478 Labels,$4.91,42.0,$16.98,$206.22,$-189.24,False
6240-1,12 Colored Short Pencils,$2.60,43.0,$35.70,$111.80,$-76.10,False
6240-1,Artisan 487 Labels,$3.69,40.0,$129.66,$147.60,$-17.94,False
6240-1,OIC Bulk Pack Metal Binder Clips,$3.49,48.0,$16.96,$167.52,$-150.56,False
6240-1,Artisan 479 Labels,$2.61,34.0,$20.88,$88.74,$-67.86,False
6240-1,Apex Preferred Stainless Steel Scissors,$5.68,50.0,$225.60,$284.00,$-58.40,False
6240-1,Artisan 481 Labels,$3.08,40.0,$20.88,$123.20,$-102.32,False
6240-1,Artisan 478 Labels,$4.91,41.0,$32.86,$201.31,$-168.45,False
6240-1,Artisan 479 Labels,$2.61,15.0,$20.88,$39.15,$-18.27,False
6240-1,600 Series Non-Flip,$45.99,23.0,"$23,665.16",$1057.77,$22607.39,False
6240-1,UGen RF Keyboard,$159.99,44.0,"$6,251.48",$7039.56,$-788.08,False
6240-1,Artisan 474 Labels,$2.88,24.0,$138.18,$69.12,$69.06,False
6240-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,50.0,$504.98,$1119.00,$-614.02,False
6240-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,8.0,$239.60,$58.40,$181.20,False
6241-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,8.0,$318.00,$179.04,$138.96,False
6242-1,Artisan 481 Labels,$3.08,41.0,$18.46,$126.28,$-107.82,False
6242-1,Smiths Pushpins,$1.88,31.0,$207.64,$58.28,$149.36,False
6242-1,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$34.76,32.0,$460.92,$1112.32,$-651.40,False
6242-1,Self-Adhesive Removable Labels,$3.15,19.0,"$2,079.73",$59.85,$2019.88,False
6242-1,Artisan 48 Labels,$6.30,27.0,$213.76,$170.10,$43.66,False
6243-1,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,$3.85,33.0,$205.91,$127.05,$78.86,False
6243-1,Pizazz Drawing Pencil Set,$2.78,2.0,$4.16,$5.56,$-1.40,False
6244-1,Cando PC940 Copier,$449.99,33.0,"$22,049.51",$14849.67,$7199.84,False
6244-1,Multimedia Mailers,$162.93,18.0,"$2,725.58",$2932.74,$-207.16,False
6244-1,Artisan Binder Labels,$3.89,5.0,$183.84,$19.45,$164.39,False
6244-1,Bagged Rubber Bands,$1.26,9.0,$133.48,$11.34,$122.14,False
6244-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,20.0,$475.36,$594.80,$-119.44,False
6244-1,600 Series Non-Flip,$45.99,50.0,"$2,495.74",$2299.50,$196.24,False
6245-1,Artisan 481 Labels,$3.08,42.0,$257.81,$129.36,$128.45,False
6245-1,1726 Digital Answering Machine,$20.99,12.0,$14.97,$251.88,$-236.91,False
6245-1,Artisan 48 Labels,$6.30,2.0,$219.28,$12.60,$206.68,False
6246-1,Smiths Standard Envelopes,$5.68,33.0,$129.50,$187.44,$-57.94,False
6246-1,Artisan 481 Labels,$3.08,31.0,$14.38,$95.48,$-81.10,False
6246-1,Artisan 479 Labels,$2.61,38.0,$119.20,$99.18,$20.02,False
6246-1,Artisan 481 Labels,$3.08,9.0,$113.60,$27.72,$85.88,False
6246-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,33.0,$992.04,$738.54,$253.50,False
6247-1,Adesso Programmable 142-Key Keyboard,$152.48,49.0,"$2,732.72",$7471.52,$-4738.80,False
6248-1,Office Shears by Apex,$2.08,1.0,$4.16,$2.08,$2.08,False
6248-1,Office Shears by Apex,$2.08,8.0,$4.16,$16.64,$-12.48,False
6248-1,Office Shears by Apex,$2.08,16.0,$4.16,$33.28,$-29.12,False
6249-1,Apex Straight Scissors,$12.98,44.0,$318.60,$571.12,$-252.52,False
6250-1,Smiths Standard Envelopes,$5.68,34.0,$338.10,$193.12,$144.98,False
6250-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,35.0,$949.00,$1040.90,$-91.90,False
6250-1,"210 Trimline Phone, White",$15.99,24.0,$908.82,$383.76,$525.06,False
6251-1,Artisan Hole Reinforcements,$6.23,16.0,$156.98,$99.68,$57.30,False
6252-1,Bagged Rubber Bands,$1.26,27.0,$50.40,$34.02,$16.38,False
6252-1,Artisan 48 Labels,$6.30,34.0,$149.31,$214.20,$-64.89,False
6252-1,Apex Preferred Stainless Steel Scissors,$5.68,37.0,$13.56,$210.16,$-196.60,False
6252-1,Apex Preferred Stainless Steel Scissors,$5.68,42.0,$299.30,$238.56,$60.74,False
6253-1,EcoTones Memo Sheets,$4.00,19.0,$142.60,$76.00,$66.60,False
6253-1,Alto 3-Hole Punch,$4.38,20.0,$134.64,$87.60,$47.04,False
6254-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,50.0,$941.04,$1827.50,$-886.46,False
6254-1,TechSavi Cordless Navigator Duo,$80.98,8.0,$881.28,$647.84,$233.44,False
6254-1,Apex Straight Scissors,$12.98,25.0,$186.88,$324.50,$-137.62,False
6254-1,Apex Straight Scissors,$12.98,15.0,$336.70,$194.70,$142.00,False
6255-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,9.0,$131.36,$201.42,$-70.06,False
6255-1,Pizazz Drawing Pencil Set,$2.78,23.0,$102.84,$63.94,$38.90,False
6255-1,3Max Organizer Strips,$5.40,39.0,$45.24,$210.60,$-165.36,False
6255-1,Steady Pocket Accent Highlighters,$1.60,35.0,$65.16,$56.00,$9.16,False
6255-1,Steady Pocket Accent Highlighters,$1.60,28.0,$62.40,$44.80,$17.60,False
6255-1,Office Shears by Apex,$2.08,32.0,$91.98,$66.56,$25.42,False
6256-1,Pizazz Drawing Pencil Set,$2.78,4.0,$95.06,$11.12,$83.94,False
6256-1,"Wirebound Message Book, 4 per Page",$5.43,43.0,$39.30,$233.49,$-194.19,False
6256-1,Alto Memo Cubes,$5.18,41.0,$52.46,$212.38,$-159.92,False
6256-1,Beekin 105-Key Black Keyboard,$19.98,23.0,$435.48,$459.54,$-24.06,False
6257-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,32.0,$327.70,$716.16,$-388.46,False
6258-1,"Steady Colorific Colored Pencils, 12/Box",$2.88,24.0,$147.84,$69.12,$78.72,False
6258-1,Artisan Hole Reinforcements,$6.23,5.0,$130.83,$31.15,$99.68,False
6258-1,Cando PC940 Copier,$449.99,45.0,"$1,508.96",$20249.55,$-18740.59,False
6258-1,Artisan Binder Labels,$3.89,39.0,$130.66,$151.71,$-21.05,False
6258-1,Artisan 48 Labels,$6.30,2.0,$289.30,$12.60,$276.70,False
6259-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,23.0,$259.60,$167.90,$91.70,False
6259-1,Apex Straight Scissors,$12.98,18.0,$153.98,$233.64,$-79.66,False
6260-1,Aluminum Document Frame,$12.22,34.0,$124.76,$415.48,$-290.72,False
6260-1,Colored Push Pins,$1.81,3.0,$39.82,$5.43,$34.39,False
6260-1,Colored Push Pins,$1.81,27.0,$39.82,$48.87,$-9.05,False
6260-1,Colored Push Pins,$1.81,9.0,$39.82,$16.29,$23.53,False
